interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
280,13,0,1,1,4,7,0,300,0,0,301,0
281,1,0,1,0,0,0,0,299,1,0,299,0
282,1,0,1,0,0,0,0,299,1,0,299,0
283,1,0,0,1,0,0,1,300,1,1,300,0
284,1,0,1,0,0,0,0,300,1,0,300,0
285,1,0,0,1,0,0,0,300,1,0,300,0
286,1,0,1,0,0,0,0,299,2,0,300,0
287,1,0,0,1,0,0,1,297,4,0,297,0
288,2,1,0,1,0,0,0,297,5,1,297,0
289,1,0,1,0,0,0,0,297,5,0,297,0
290,1,0,0,1,0,0,1,297,5,0,297,0
291,1,0,1,0,0,0,0,297,5,0,297,0
292,1,0,1,0,0,0,0,297,5,0,297,0
293,1,0,1,0,0,0,0,297,5,0,297,0
294,1,0,1,0,0,0,0,296,6,0,296,0
295,1,0,1,0,0,0,0,296,6,0,296,0
296,1,0,0,1,0,0,0,295,7,0,295,0
297,2,1,0,1,0,0,0,296,7,1,296,0
298,1,0,1,0,0,0,0,296,7,0,296,0
299,1,0,1,0,0,0,0,296,7,0,296,0
300,1,0,0,1,0,0,1,296,7,0,296,0
301,2,0,1,1,0,0,0,296,7,0,296,0
302,1,0,1,0,0,0,0,296,8,1,296,0
303,1,0,0,1,0,0,1,296,8,0,296,0
304,1,0,1,0,0,0,0,296,8,0,296,0
305,2,0,1,1,0,0,0,296,8,0,296,0
306,1,0,1,0,0,0,0,296,8,0,296,0
307,1,0,1,0,0,0,0,296,8,0,296,0
308,1,0,1,0,0,0,0,296,8,0,296,0
309,1,0,1,0,0,0,0,296,8,0,296,0
310,1,0,1,0,0,0,0,298,8,2,298,0
311,1,0,1,0,0,0,1,298,8,0,298,0
312,1,0,1,0,0,0,0,299,8,1,299,0
313,1,0,1,0,0,0,0,299,8,0,299,0
314,2,0,1,1,0,0,0,299,8,0,299,0
315,2,1,0,1,0,0,0,303,8,4,303,0
316,2,0,1,1,0,0,0,303,8,0,303,0
317,2,1,0,1,0,0,0,304,8,1,304,0
318,1,0,0,1,0,0,0,304,8,0,304,0
319,2,0,1,1,0,0,0,298,16,2,295,0
320,18,0,1,1,10,6,0,297,3,0,295,0
321,1,0,0,1,0,0,1,289,11,0,289,0
322,1,0,0,1,0,0,0,289,11,0,289,0
323,2,0,1,1,0,0,0,288,12,0,288,0
324,2,0,1,1,0,0,0,289,12,1,289,0
325,1,0,0,1,0,0,1,288,13,0,289,0
326,1,0,1,0,0,0,0,288,13,0,288,0
327,1,0,1,0,0,0,0,288,13,0,288,0
328,2,0,1,1,0,0,0,287,14,0,286,0
329,1,0,0,1,0,0,1,286,15,0,286,0
330,1,0,1,0,0,0,0,286,18,3,278,0
331,2,0,1,1,0,0,0,276,28,0,278,0
332,1,0,1,0,0,0,0,277,28,1,279,0
333,2,0,1,1,0,0,0,277,28,0,279,0
334,1,0,1,0,0,0,0,277,28,0,277,0
335,1,0,0,1,0,0,0,277,28,0,277,0
336,2,0,1,1,0,0,0,277,28,0,277,0
337,2,0,1,1,0,0,0,276,29,0,277,0
338,1,0,1,0,0,0,0,277,29,1,277,0
