interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
483,1,0,0,1,0,0,0,117,1,0,117,0
484,1,0,0,1,0,0,0,117,3,2,117,0
485,1,0,0,1,0,0,0,119,3,2,119,0
486,1,0,0,1,0,0,0,119,3,0,119,0
487,1,0,0,1,0,0,0,118,4,0,118,0
488,0,0,0,0,0,0,0,118,4,0,118,0
489,1,0,1,0,0,0,0,118,4,0,117,0
490,1,0,0,1,0,0,0,117,5,0,117,0
491,0,0,0,0,0,0,0,117,5,0,117,0
492,1,0,1,0,0,0,0,117,7,2,117,0
493,1,0,1,0,0,0,0,119,7,3,119,0
494,1,0,1,0,0,0,0,119,7,0,119,0
495,1,0,0,1,0,0,0,118,8,0,118,0
496,1,1,0,0,0,0,0,118,8,0,118,0
497,1,0,0,0,0,0,0,116,10,0,116,0
498,1,0,1,0,0,0,0,116,10,0,116,0
499,0,0,0,0,0,0,0,116,10,0,115,0
500,1,0,1,0,0,0,0,115,13,2,115,0
501,0,0,0,0,0,0,1,117,13,2,115,0
502,1,0,1,0,0,0,0,115,15,0,115,0
503,0,0,0,0,0,0,0,115,15,0,115,0
504,1,0,1,0,0,0,0,114,16,0,115,0
505,0,0,0,0,0,0,1,114,16,0,114,0
506,1,0,0,1,0,0,0,114,17,1,114,0
507,1,0,0,1,0,0,0,114,17,0,114,0
508,0,0,0,0,0,0,0,114,19,2,114,0
509,1,0,1,0,0,0,0,116,19,2,116,0
510,0,0,0,0,0,0,0,116,19,0,116,0
511,1,0,1,0,0,0,0,116,19,0,116,0
512,1,0,1,0,0,0,0,116,19,0,116,0
513,1,0,1,0,0,0,0,116,19,0,116,0
514,1,0,0,1,0,0,0,116,19,0,116,0
515,1,0,0,1,0,0,0,116,19,0,116,0
516,1,0,0,1,0,0,0,116,21,2,116,0
517,1,0,1,0,0,0,0,118,21,3,118,0
518,0,0,0,0,0,0,0,118,21,0,118,0
519,0,0,0,0,0,0,0,118,21,0,118,0
520,28,0,0,1,23,3,0,118,0,0,118,0
521,1,0,0,1,0,0,0,118,0,0,118,0
522,2,0,1,1,0,0,0,118,0,0,118,0
523,1,0,0,1,0,0,0,118,0,0,118,0
524,1,0,0,1,0,0,0,118,2,2,118,0
525,1,1,0,0,0,0,0,120,2,2,120,0
526,0,0,0,0,0,0,1,120,2,0,120,0
527,1,0,0,1,0,0,0,120,2,0,120,0
528,1,0,1,0,0,0,0,120,2,0,120,0
529,0,0,0,0,0,0,0,120,2,0,120,0
530,1,0,0,1,0,0,0,120,2,0,120,0
531,0,0,0,0,0,0,0,120,2,0,120,0
