interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
468,6,0,5,1,0,0,1,192,436,22,2907,0
469,5,0,5,0,0,0,1,196,438,6,2606,0
470,12,0,6,1,0,5,2,198,20,2,2268,0
471,5,1,3,1,0,0,1,204,26,12,2055,0
472,4,1,3,0,0,0,0,201,31,2,1891,0
473,3,0,3,0,0,0,1,211,34,18,1591,0
474,3,0,2,1,0,0,1,215,34,4,1271,0
475,2,0,2,0,0,0,0,217,37,5,1073,0
476,2,0,2,0,0,0,0,223,37,6,836,0
477,2,0,2,0,0,0,0,223,41,4,700,0
478,1,0,1,0,0,0,0,233,41,15,581,0
479,1,0,1,0,0,0,0,237,43,6,446,0
480,22,0,1,0,19,2,0,238,16,3,420,0
481,1,0,1,0,0,0,0,242,18,6,383,0
482,2,1,0,1,0,0,0,243,19,3,291,0
483,1,0,1,0,0,0,0,251,24,18,261,0
484,1,0,1,0,0,0,0,255,24,4,262,0
485,2,1,1,0,0,0,0,257,27,5,264,0
486,2,0,1,1,0,0,0,257,27,0,263,0
487,1,0,1,0,0,0,0,262,30,9,268,0
488,2,1,1,0,0,0,0,273,31,17,279,0
489,2,1,1,0,0,0,0,277,33,6,283,0
490,14,0,1,0,10,3,1,279,13,2,284,0
491,1,0,1,0,0,0,0,278,16,2,284,0
492,1,0,1,0,0,0,0,282,18,6,290,0
493,1,0,1,0,0,0,1,286,21,7,291,0
494,2,1,1,0,0,0,0,288,21,2,293,0
495,2,1,1,0,0,0,0,295,23,13,297,0
496,1,0,1,0,0,0,1,294,24,0,296,0
497,2,1,1,0,0,0,0,299,27,8,301,0
498,1,0,1,0,0,0,0,305,27,6,306,0
499,1,0,1,0,0,0,1,295,39,2,306,0
500,46,0,1,1,41,3,0,301,8,11,302,0
501,2,0,1,1,0,0,0,297,16,4,298,0
502,2,0,1,1,0,0,0,299,20,8,300,0
503,2,0,1,1,0,0,0,303,27,11,304,0
504,1,0,1,0,0,0,0,303,27,0,303,0
505,1,0,1,0,0,0,0,303,35,10,305,0
506,2,0,1,1,0,0,0,295,45,2,296,0
507,1,0,1,0,0,0,0,298,50,8,297,0
508,1,0,1,0,0,0,1,299,53,4,299,0
509,2,0,1,1,0,0,0,299,55,2,299,0
510,82,1,1,0,77,3,0,301,8,9,303,0
511,2,1,1,0,0,0,0,293,20,4,294,0
512,1,0,1,0,0,0,0,299,22,8,299,0
513,2,1,1,0,0,0,0,297,31,8,297,0
514,1,0,1,0,0,0,1,295,33,0,295,0
515,2,1,1,0,0,0,0,299,35,11,299,0
516,1,0,1,0,0,0,1,284,52,4,284,0
517,2,1,1,0,0,0,0,289,57,12,288,0
518,2,1,0,1,0,0,0,282,68,4,282,0
519,2,1,1,0,0,0,0,278,74,2,278,0
